Task_cnt	Time(us)		Latency(us)
2223		1197040.41		69.31
2224		1197109.46		69.03
2225		1197179.17		69.70
2226		1197247.56		68.38
2227		1197317.34		69.77
2228		1197387.19		69.84
2229		1197456.19		68.98
2230		1197524.48		68.28
2231		1197593.90		69.41
2232		1197663.29		69.37
2233		1197733.17		69.87
2234		1197802.50		69.32
2235		1197871.95		69.44
2236		1197941.81		69.85
2237		1198011.96		70.14
2238		1198081.80		69.83
2239		1198152.16		70.34
2240		1198221.89		69.72
2241		1198291.64		69.74
2242		1198361.02		69.36
2243		1198430.44		69.41
2244		1198499.33		68.88
2245		1198568.82		69.49
2246		1198638.15		69.31
2247		1198707.90		69.74
2248		1198777.25		69.33
2249		1198844.17		66.91
2250		1198913.48		69.30
2251		1198983.01		69.51
2252		1199052.85		69.83
2253		1199120.72		67.86
2254		1199190.53		69.79
2255		1199260.27		69.73
2256		1199329.29		69.00
2257		1199399.72		70.41
2258		1199469.10		69.38
2259		1199538.53		69.41
2260		1199618.18		79.63
2261		1199688.04		69.85
2262		1199757.82		69.77
2263		1199827.11		69.27
2264		1199895.05		67.93
2265		1199964.41		69.34
2266		1200033.79		69.37
2267		1200103.58		69.78
2268		1200173.45		69.86
2269		1200242.98		69.52
2270		1200312.37		69.37
2271		1200381.72		69.34
2272		1200450.58		68.85
2273		1200520.14		69.54
2274		1200589.32		69.17
2275		1200658.70		69.36
2276		1200728.04		69.33
2277		1200798.26		70.21
2278		1200868.52		70.25
2279		1200938.38		69.84
2280		1201007.51		69.12
2281		1201077.38		69.86
2282		1201146.74		69.35
2283		1201216.18		69.42
2284		1201285.50		69.31
2285		1201354.98		69.47
2286		1201424.85		69.85
2287		1201492.92		68.06
2288		1201562.89		69.96
2289		1201632.02		69.12
2290		1201701.46		69.42
2291		1201769.32		67.85
2292		1201838.60		69.27
2293		1201907.90		69.29
2294		1201977.39		69.48
2295		1202045.67		68.27
2296		1202115.54		69.85
2297		1202185.94		70.39
2298		1202256.16		70.21
2299		1202325.63		69.45
2300		1202395.44		69.79
2301		1202465.40		69.95
2302		1202534.81		69.39
2303		1202604.41		69.59
2304		1202674.27		69.84
2305		1202744.07		69.78
2306		1202813.47		69.39
2307		1202882.77		69.29
2308		1202952.39		69.61
2309		1203022.26		69.86
2310		1203091.71		69.43
2311		1203161.57		69.85
2312		1203231.52		69.93
2313		1203300.88		69.35
2314		1203369.35		68.46
2315		1203438.69		69.33
2316		1203508.05		69.35
2317		1203577.44		69.37
2318		1203646.38		68.93
2319		1203715.47		69.07
2320		1203784.32		68.84
2321		1203853.19		68.86
2322		1203922.09		68.88
2323		1203991.41		69.31
2324		1204060.83		69.41
2325		1204130.53		69.68
2326		1204199.56		69.02
2327		1204269.00		69.42
2328		1204337.87		68.86
2329		1204407.31		69.43
2330		1204476.65		69.33
2331		1204544.84		68.17
2332		1204607.58		62.67
2333		1204669.47		61.87
2334		1204731.49		62.00
2335		1204793.88		62.37
2336		1204854.84		60.95
2337		1204916.18		61.33
2338		1204977.10		60.90
2339		1205038.41		61.30
2340		1205099.30		60.88
2341		1205159.69		60.37
2342		1205219.49		59.79
2343		1205281.10		61.59
2344		1205342.30		61.18
2345		1205403.57		61.26
2346		1205464.73		61.14
2347		1205525.80		61.05
2348		1205587.16		61.35
2349		1205648.57		61.40
2350		1205709.91		61.32
2351		1205769.94		60.01
2352		1205832.01		62.06
2353		1205892.95		60.92
2354		1205954.30		61.34
2355		1206015.14		60.82
2356		1206076.06		60.91
2357		1206136.89		60.81
2358		1206198.58		61.68
2359		1206259.60		61.01
2360		1206321.03		61.42
2361		1206381.96		60.92
2362		1206444.02		62.05
2363		1206505.06		61.02
2364		1206566.03		60.96
2365		1206628.49		62.44
2366		1206690.51		62.02
2367		1206751.43		60.90
2368		1206812.85		61.40
2369		1206874.72		61.86
2370		1206935.70		60.97
2371		1206996.92		61.20
2372		1207057.85		60.92
2373		1207119.34		61.47
2374		1207180.59		61.24
2375		1207242.37		61.76
2376		1207303.36		60.97
2377		1207364.98		61.61
2378		1207426.13		61.14
2379		1207486.97		60.83
2380		1207548.59		61.61
2381		1207628.57		79.96
2382		1207689.90		61.32
2383		1207751.72		61.80
2384		1207812.77		61.03
2385		1207873.58		60.80
2386		1207934.69		61.10
2387		1207995.94		61.24
2388		1208056.80		60.85
2389		1208118.35		61.53
2390		1208180.07		61.71
2391		1208241.43		61.35
2392		1208302.38		60.94
2393		1208363.86		61.47
2394		1208429.72		61.67
2395		1208491.07		61.33
2396		1208552.42		61.34
2397		1208613.27		60.83
2398		1208673.65		60.36
2399		1208735.30		61.64
2400		1208796.34		61.03
2401		1208857.64		61.28
2402		1208918.71		61.05
2403		1208980.54		61.83
2404		1209041.94		61.38
2405		1209103.74		61.79
2406		1209165.02		61.26
2407		1209226.04		61.01
2408		1209287.41		61.36
2409		1209348.43		61.01
2410		1209409.28		60.84
2411		1209470.58		61.28
2412		1209531.84		61.25
2413		1209593.77		61.91
2414		1209654.82		61.04
2415		1209716.16		61.33
2416		1209777.04		60.87
2417		1209837.85		60.80
2418		1209898.77		60.91
2419		1209959.63		60.84
2420		1210020.49		60.85
2421		1210081.43		60.93
2422		1210143.32		61.88
2423		1210202.78		59.44
2424		1210264.67		61.87
2425		1210325.73		61.05
2426		1210387.16		61.42
2427		1210448.45		61.27
2428		1210509.44		60.98
2429		1210571.23		61.78
2430		1210632.64		61.40
2431		1210694.34		61.69
2432		1210755.39		61.03
2433		1210814.65		59.25
2434		1210875.98		61.32
2435		1210936.86		60.86
2436		1210998.53		61.65
2437		1211059.53		60.99
2438		1211120.88		61.33
2439		1211181.90		61.00
2440		1211243.14		61.23
2441		1211303.97		60.82
2442		1211363.93		59.95
2443		1211425.70		61.76
2444		1211487.15		61.44
2445		1211548.74		61.57
2446		1211623.52		74.77
2447		1211685.15		61.61
2448		1211746.17		61.01
2449		1211807.91		61.72
2450		1211868.72		60.80
2451		1211929.93		61.20
2452		1211991.26		61.32
2453		1212052.98		61.70
2454		1212114.61		61.62
2455		1212175.57		60.94
2456		1212237.38		61.80
2457		1212299.11		61.72
2458		1212360.05		60.93
2459		1212421.14		61.08
2460		1212482.86		61.70
2461		1212544.53		61.66
2462		1212606.04		61.50
2463		1212665.60		59.55
2464		1212726.97		61.35
2465		1212788.14		61.16
2466		1212849.90		61.75
2467		1212911.61		61.70
2468		1212973.27		61.65
2469		1213034.22		60.94
2470		1213096.00		61.76
2471		1213157.32		61.31
2472		1213218.35		61.01
2473		1213279.40		61.04
2474		1213340.71		61.30
2475		1213403.02		62.30
2476		1213465.09		62.06
2477		1213526.02		60.92
2478		1213587.76		61.72
2479		1213649.49		61.72
2480		1213710.75		61.25
2481		1213771.99		61.22
2482		1213832.77		60.77
2483		1213894.73		61.94
2484		1213956.64		61.89
2485		1214016.53		59.88
2486		1214077.84		61.30
2487		1214139.63		61.78
2488		1214200.86		61.21
2489		1214262.60		61.73
2490		1214324.01		61.40
2491		1214386.06		62.04
2492		1214446.97		60.89
2493		1214509.18		62.20
2494		1214570.45		61.26
2495		1214631.21		60.74
2496		1214692.46		61.24
2497		1214753.75		61.27
2498		1214814.87		61.11
2499		1214875.75		60.87
2500		1214937.52		61.76
2501		1214998.66		61.13
2502		1215059.50		60.82
2503		1215121.22		61.71
2504		1215182.95		61.72
2505		1215244.55		61.59
2506		1215305.43		60.87
2507		1215367.11		61.67
2508		1215428.43		61.31
2509		1215489.73		61.29
2510		1215550.92		61.17
2511		1215613.53		62.60
2512		1215674.94		61.39
2513		1215736.25		61.29
2514		1215797.24		60.98
2515		1215857.52		60.26
2516		1215919.02		61.49
2517		1215980.23		61.20
2518		1216041.16		60.92
2519		1216102.85		61.67
2520		1216163.93		61.07
2521		1216225.27		61.33
2522		1216286.23		60.94
2523		1216347.44		61.20
2524		1216408.35		60.90
2525		1216470.03		61.67
2526		1216531.06		61.02
2527		1216592.37		61.30
2528		1216653.73		61.34
2529		1216715.09		61.35
2530		1216776.48		61.37
2531		1216837.26		60.77
2532		1216899.03		61.75
2533		1216959.99		60.95
2534		1217021.31		61.31
2535		1217082.29		60.96
2536		1217143.49		61.18
2537		1217203.67		60.17
2538		1217264.73		61.04
2539		1217326.01		61.27
2540		1217387.37		61.35
2541		1217448.24		60.86
2542		1217509.56		61.31
2543		1217570.93		61.36
2544		1217632.57		61.62
2545		1217693.61		61.03
2546		1217753.55		59.93
2547		1217815.57		62.01
2548		1217876.69		61.11
2549		1217937.97		61.27
2550		1217999.65		61.67
2551		1218060.71		61.04
2552		1218122.11		61.38
2553		1218183.48		61.36
2554		1218244.36		60.87
2555		1218305.69		61.31
2556		1218367.03		61.33
2557		1218429.34		62.30
2558		1218491.23		61.87
2559		1218550.19		58.96
2560		1218611.64		61.44
2561		1218673.04		61.39
2562		1218734.36		61.30
2563		1218796.06		61.68
2564		1218857.76		61.69
2565		1218918.90		61.13
2566		1218980.28		61.37
2567		1219041.62		61.32
2568		1219102.56		60.92
2569		1219163.82		61.25
2570		1219225.42		61.58
2571		1219287.50		62.07
2572		1219348.13		60.62
2573		1219409.42		61.28
2574		1219470.50		61.07
2575		1219532.20		61.68
2576		1219610.55		78.34
2577		1219672.11		61.54
2578		1219733.87		61.75
2579		1219795.12		61.23
2580		1219855.16		60.02
2581		1219916.70		61.53
2582		1219978.47		61.75
2583		1220040.34		61.85
2584		1220101.85		61.50
2585		1220163.10		61.24
2586		1220224.46		61.34
2587		1220285.97		61.50
2588		1220346.98		60.99
2589		1220408.68		61.69
2590		1220469.62		60.93
2591		1220530.73		61.09
2592		1220592.53		61.78
2593		1220651.84		59.30
2594		1220713.74		61.88
2595		1220775.45		61.70
2596		1220836.44		60.97
2597		1220897.45		61.00
2598		1220959.15		61.69
2599		1221020.89		61.73
2600		1221082.48		61.58
2601		1221142.75		60.25
2602		1221202.18		59.42
2603		1221263.82		61.63
2604		1221325.59		61.75
2605		1221387.06		61.45
2606		1221448.20		61.14
2607		1221510.36		62.14
2608		1221571.71		61.34
2609		1221632.95		61.23
2610		1221693.79		60.83
2611		1221755.52		61.72
2612		1221816.83		61.30
2613		1221878.51		61.67
2614		1221939.43		60.90
2615		1222000.76		61.32
2616		1222062.99		62.22
2617		1222124.21		61.20
2618		1222185.05		60.83
2619		1222246.27		61.21
2620		1222308.30		62.01
2621		1222370.66		62.34
2622		1222431.52		60.85
2623		1222493.24		61.70
2624		1222554.58		61.33
2625		1222615.91		61.33
2626		1222677.65		61.72
2627		1222739.27		61.60
2628		1222798.14		58.86
2629		1222859.80		61.65
2630		1222921.20		61.38
2631		1222982.37		61.16
2632		1223043.66		61.28
2633		1223104.88		61.21
2634		1223167.25		62.36
2635		1223229.25		61.99
2636		1223291.44		62.18
2637		1223352.36		60.91
2638		1223414.14		61.77
2639		1223475.81		61.66
2640		1223537.53		61.71
2641		1223598.80		61.26
2642		1223659.90		61.08
2643		1223721.66		61.75
2644		1223783.32		61.65
2645		1223842.72		59.38
2646		1223903.71		60.98
2647		1223964.75		61.03
2648		1224026.07		61.31
2649		1224087.66		61.58
2650		1224149.34		61.67
2651		1224210.28		60.92
2652		1224271.62		61.33
2653		1224332.58		60.96
2654		1224393.67		61.07
2655		1224455.51		61.83
2656		1224517.36		61.84
2657		1224579.48		62.10
2658		1224641.14		61.65
2659		1224702.15		61.00
2660		1224763.48		61.32
2661		1224825.33		61.83
2662		1224886.14		60.80
2663		1224947.34		61.19
2664		1225008.77		61.41
2665		1225070.82		62.04
2666		1225131.81		60.98
2667		1225193.07		61.25
2668		1225254.87		61.78
2669		1225316.55		61.67
2670		1225377.37		60.80
2671		1225438.98		61.60
2672		1225500.45		61.46
2673		1225562.24		61.77
2674		1225623.24		60.99
2675		1225685.45		62.19
2676		1225747.80		62.34
2677		1225809.59		61.78
2678		1225871.83		62.22
2679		1225932.66		60.82
2680		1225993.40		60.72
2681		1226054.61		61.20
2682		1226116.65		62.03
2683		1226177.59		60.92
2684		1226238.87		61.27
2685		1226301.16		62.27
2686		1226363.32		62.15
2687		1226424.65		61.31
2688		1226485.87		61.21
2689		1226547.54		61.65
2690		1226608.75		61.20
2691		1226670.34		61.58
2692		1226731.36		61.01
2693		1226791.20		59.82
2694		1226852.40		61.19
2695		1226913.62		61.21
2696		1226975.20		61.56
2697		1227036.36		61.15
2698		1227097.87		61.50
2699		1227159.56		61.67
2700		1227220.46		60.89
2701		1227281.63		61.15
2702		1227340.93		59.28
2703		1227402.23		61.29
2704		1227463.50		61.26
2705		1227525.03		61.51
2706		1227591.75		66.71
2707		1227652.79		61.03
2708		1227713.79		60.98
2709		1227774.80		61.00
2710		1227834.98		60.17
2711		1227896.55		61.56
2712		1227958.58		62.01
2713		1228019.65		61.06
2714		1228080.54		60.88
2715		1228141.43		60.88
2716		1228202.35		60.90
2717		1228263.63		61.27
2718		1228325.38		61.73
2719		1228385.48		60.09
2720		1228446.86		61.37
2721		1228507.83		60.96
2722		1228569.17		61.32
2723		1228630.49		61.31
2724		1228692.25		61.74
2725		1228753.19		60.92
2726		1228814.56		61.36
2727		1228875.40		60.82
2728		1228936.84		61.43
2729		1228998.14		61.29
2730		1229059.44		61.29
2731		1229120.42		60.96
2732		1229180.29		59.86
2733		1229241.80		61.49
2734		1229303.03		61.21
2735		1229364.42		61.38
2736		1229426.19		61.76
2737		1229487.88		61.67
2738		1229549.07		61.18
2739		1229610.00		60.91
2740		1229671.47		61.46
2741		1229731.22		59.73
2742		1229792.84		61.61
2743		1229853.89		61.04
2744		1229915.23		61.33
2745		1229976.57		61.32
2746		1230038.29		61.72
2747		1230100.18		61.87
2748		1230161.26		61.07
2749		1230222.66		61.38
2750		1230284.32		61.65
2751		1230345.30		60.96
2752		1230406.71		61.40
2753		1230467.55		60.83
2754		1230527.51		59.95
2755		1230589.19		61.67
2756		1230651.14		61.93
2757		1230712.11		60.96
2758		1230773.58		61.46
2759		1230834.35		60.75
2760		1230895.31		60.94
2761		1230956.16		60.84
2762		1231017.89		61.71
2763		1231079.31		61.40
2764		1231140.78		61.45
2765		1231202.54		61.75
2766		1231263.62		61.07
2767		1231325.55		61.91
2768		1231387.27		61.71
2769		1231448.60		61.32
2770		1231510.14		61.52
2771		1231580.42		70.27
2772		1231641.37		60.93
2773		1231702.65		61.27
2774		1231763.51		60.84
2775		1231824.34		60.81
2776		1231885.73		61.38
2777		1231947.20		61.46
2778		1232008.46		61.25
2779		1232069.81		61.33
2780		1232131.19		61.37
2781		1232192.11		60.91
2782		1232252.93		60.81
2783		1232314.24		61.30
2784		1232374.62		60.36
2785		1232435.94		61.32
2786		1232496.78		60.82
2787		1232557.56		60.77
2788		1232618.46		60.89
2789		1232680.55		62.08
2790		1232742.42		61.85
2791		1232803.54		61.11
2792		1232864.91		61.35
2793		1232925.95		61.03
2794		1232987.66		61.69
2795		1233049.02		61.35
2796		1233110.50		61.47
2797		1233172.19		61.67
2798		1233233.25		61.05
2799		1233294.52		61.25
2800		1233355.48		60.95
2801		1233416.77		61.28
2802		1233478.14		61.35
2803		1233539.41		61.26
2804		1233601.84		62.41
2805		1233663.45		61.60
2806		1233725.15		61.69
2807		1233787.03		61.87
2808		1233848.42		61.37
2809		1233909.47		61.04
2810		1233969.15		59.67
2811		1234030.72		61.55
2812		1234091.85		61.12
2813		1234153.76		61.90
2814		1234215.14		61.37
2815		1234276.20		61.05
2816		1234337.35		61.14
2817		1234398.70		61.33
2818		1234460.01		61.29
2819		1234518.84		58.82
2820		1234579.80		60.95
2821		1234641.07		61.26
2822		1234702.33		61.24
2823		1234764.26		61.92
2824		1234825.27		61.00
2825		1234886.63		61.34
2826		1234947.53		60.89
2827		1235008.37		60.83
2828		1235069.23		60.85
2829		1235130.09		60.85
2830		1235191.47		61.36
2831		1235252.84		61.36
2832		1235313.92		61.06
2833		1235375.65		61.71
2834		1235437.05		61.39
2835		1235498.35		61.28
2836		1235575.03		76.67
2837		1235636.31		61.27
2838		1235697.78		61.46
2839		1235759.16		61.37
2840		1235820.01		60.84
2841		1235880.88		60.85
2842		1235942.45		61.56
2843		1236003.53		61.06
2844		1236064.99		61.45
2845		1236126.02		61.01
2846		1236187.87		61.84
2847		1236249.67		61.79
2848		1236310.60		60.91
2849		1236370.48		59.87
2850		1236431.42		60.92
2851		1236492.81		61.38
2852		1236554.81		61.98
2853		1236616.47		61.65
2854		1236677.84		61.36
2855		1236739.32		61.47
2856		1236801.42		62.09
2857		1236863.77		62.34
2858		1236924.77		60.98
2859		1236986.09		61.31
2860		1237046.99		60.88
2861		1237107.89		60.89
2862		1237169.28		61.38
2863		1237230.96		61.67
2864		1237292.08		61.11
2865		1237353.35		61.25
2866		1237414.24		60.88
2867		1237475.71		61.45
2868		1237537.03		61.31
2869		1237597.83		60.79
2870		1237659.51		61.67
2871		1237720.62		61.09
2872		1237782.03		61.40
2873		1237842.97		60.93
2874		1237904.80		61.82
2875		1237964.33		59.52
2876		1238026.77		62.42
2877		1238088.28		61.50
2878		1238149.65		61.36
2879		1238211.01		61.35
2880		1238272.04		61.01
2881		1238333.35		61.29
2882		1238394.67		61.31
2883		1238455.93		61.25
2884		1238517.04		61.10
2885		1238578.88		61.83
2886		1238640.26		61.37
2887		1238701.65		61.38
2888		1238763.11		61.44
2889		1238824.45		61.33
2890		1238885.72		61.26
2891		1238947.59		61.85
2892		1239008.66		61.06
2893		1239070.01		61.34
2894		1239130.92		60.89
2895		1239191.73		60.80
2896		1239252.73		60.98
2897		1239314.57		61.83
2898		1239375.53		60.95
2899		1239436.81		61.26
2900		1239497.78		60.95
2901		1239567.97		70.18
2902		1239629.99		62.00
2903		1239691.08		61.08
2904		1239752.51		61.42
2905		1239812.42		59.90
2906		1239876.10		62.13
2907		1239937.12		61.01
2908		1239998.54		61.40
2909		1240059.58		61.04
2910		1240120.84		61.24
2911		1240181.70		60.84
2912		1240243.36		61.65
2913		1240304.42		61.04
2914		1240365.26		60.82
2915		1240426.19		60.91
2916		1240488.62		62.42
2917		1240550.34		61.71
2918		1240611.69		61.34
2919		1240673.05		61.35
2920		1240735.13		62.06
2921		1240796.28		61.14
2922		1240857.63		61.34
2923		1240919.03		61.38
2924		1240980.07		61.03
2925		1241041.29		61.21
2926		1241102.24		60.94
2927		1241164.40		62.16
2928		1241225.47		61.05
2929		1241287.27		61.79
2930		1241348.66		61.38
2931		1241409.58		60.90
2932		1241470.88		61.29
2933		1241531.64		60.75
2934		1241593.42		61.76
2935		1241654.37		60.94
2936		1241715.72		61.34
2937		1241776.71		60.97
2938		1241837.99		61.27
2939		1241899.34		61.34
2940		1241959.95		60.59
2941		1242021.62		61.66
2942		1242083.10		61.47
2943		1242143.90		60.78
2944		1242205.43		61.51
2945		1242266.62		61.18
2946		1242328.03		61.40
2947		1242389.71		61.67
2948		1242452.19		62.46
2949		1242513.17		60.97
2950		1242574.61		61.42
2951		1242635.93		61.31
2952		1242697.38		61.44
2953		1242758.64		61.25
2954		1242820.05		61.39
2955		1242881.25		61.19
2956		1242942.36		61.10
2957		1243003.61		61.23
2958		1243064.56		60.94
2959		1243125.96		61.39
2960		1243187.31		61.33
2961		1243248.53		61.21
2962		1243309.07		60.53
2963		1243370.43		61.35
2964		1243431.87		61.43
2965		1243493.34		61.46
2966		1243560.11		66.75
2967		1243621.66		61.54
2968		1243683.58		61.91
2969		1243744.86		61.27
2970		1243805.93		61.06
2971		1243867.18		61.24
2972		1243927.99		60.80
2973		1243989.60		61.59
2974		1244050.64		61.02
2975		1244112.00		61.35
2976		1244173.44		61.42
2977		1244234.25		60.80
2978		1244295.65		61.39
2979		1244356.82		61.16
2980		1244418.77		61.94
2981		1244479.79		61.00
2982		1244541.20		61.40
2983		1244602.09		60.87
2984		1244663.00		60.90
2985		1244723.84		60.82
2986		1244785.64		61.79
2987		1244847.23		61.57
2988		1244909.11		61.87
2989		1244970.49		61.37
2990		1245031.88		61.37
2991		1245093.44		61.55
2992		1245154.50		61.05
2993		1245215.37		60.86
2994		1245276.31		60.92
2995		1245337.62		61.29
2996		1245398.56		60.93
2997		1245460.20		61.62
2998		1245521.30		61.09
2999		1245582.68		61.37
3000		1245644.33		61.64
3001		1245705.35		61.00
3002		1245766.74		61.38
3003		1245828.10		61.35
3004		1245889.71		61.60
3005		1245949.80		60.08
3006		1246011.44		61.63
3007		1246073.50		62.05
3008		1246134.64		61.13
3009		1246194.98		60.33
3010		1246256.34		61.34
3011		1246317.58		61.23
3012		1246378.36		60.77
3013		1246440.41		62.04
3014		1246500.38		59.96
3015		1246562.14		61.75
3016		1246623.48		61.33
3017		1246685.06		61.56
3018		1246746.31		61.24
3019		1246807.95		61.63
3020		1246869.98		62.01
3021		1246931.81		61.82
3022		1246992.75		60.93
3023		1247054.44		61.67
3024		1247115.22		60.77
3025		1247177.09		61.85
3026		1247238.28		61.18
3027		1247299.25		60.95
3028		1247361.06		61.79
3029		1247422.41		61.34
3030		1247483.62		61.19
3031		1247551.56		67.93
3032		1247613.25		61.68
3033		1247674.97		61.71
3034		1247736.68		61.70
3035		1247796.91		60.22
3036		1247858.69		61.77
3037		1247920.42		61.71
3038		1247982.17		61.74
3039		1248043.55		61.36
3040		1248105.12		61.56
3041		1248166.83		61.69
3042		1248228.59		61.75
3043		1248290.48		61.88
3044		1248351.61		61.11
3045		1248413.32		61.70
3046		1248475.09		61.76
3047		1248536.82		61.72
3048		1248597.71		60.87
3049		1248658.83		61.11
3050		1248720.19		61.34
3051		1248781.68		61.48
3052		1248842.64		60.95
3053		1248904.38		61.72
3054		1248966.15		61.76
3055		1249027.37		61.20
3056		1249088.75		61.37
3057		1249149.01		60.24
3058		1249211.01		61.99
3059		1249271.94		60.92
3060		1249333.24		61.29
3061		1249394.51		61.26
3062		1249456.55		62.03
3063		1249517.59		61.03
3064		1249578.42		60.81
3065		1249640.42		61.98
3066		1249701.40		60.97
3067		1249763.06		61.65
3068		1249823.88		60.81
3069		1249885.86		61.96
3070		1249946.35		60.48
3071		1250007.64		61.28
3072		1250069.16		61.51
3073		1250130.65		61.48
3074		1250192.83		62.16
3075		1250254.14		61.30
3076		1250315.82		61.67
3077		1250377.58		61.74
3078		1250438.87		61.28
3079		1250500.16		61.28
3080		1250561.26		61.08
3081		1250622.20		60.92
3082		1250683.96		61.75
3083		1250743.88		59.90
3084		1250804.99		61.10
3085		1250866.68		61.68
3086		1250928.27		61.57
3087		1250989.14		60.86
3088		1251051.40		62.25
3089		1251113.08		61.66
3090		1251174.31		61.22
3091		1251235.68		61.36
3092		1251296.89		61.19
3093		1251358.16		61.26
3094		1251419.79		61.61
3095		1251481.12		61.32
3096		1251548.96		67.82
3097		1251610.33		61.36
3098		1251671.44		61.09
3099		1251733.23		61.79
3100		1251794.99		61.74
3101		1251856.43		61.43
3102		1251917.53		61.09
3103		1251979.24		61.69
3104		1252040.99		61.74
3105		1252102.41		61.41
3106		1252164.02		61.60
3107		1252225.29		61.25
3108		1252286.61		61.31
3109		1252348.53		61.91
3110		1252411.00		62.46
3111		1252471.88		60.87
3112		1252533.15		61.26
3113		1252593.42		60.25
3114		1252654.72		61.29
3115		1252716.43		61.70
3116		1252778.10		61.65
3117		1252839.43		61.32
3118		1252900.70		61.26
3119		1252962.42		61.70
3120		1253024.21		61.77
3121		1253085.90		61.68
3122		1253145.01		59.10
3123		1253206.85		61.83
3124		1253267.76		60.90
3125		1253328.94		61.17
3126		1253389.85		60.90
3127		1253450.92		61.06
3128		1253512.25		61.32
3129		1253574.29		62.03
3130		1253636.13		61.82
3131		1253696.93		60.79
3132		1253758.29		61.35
3133		1253820.03		61.73
3134		1253881.54		61.49
3135		1253942.58		61.03
3136		1254004.34		61.75
3137		1254065.99		61.64
3138		1254127.61		61.61
3139		1254189.02		61.40
3140		1254250.38		61.35
3141		1254311.65		61.26
3142		1254373.62		61.95
3143		1254434.56		60.92
3144		1254495.40		60.83
3145		1254557.41		61.99
3146		1254618.53		61.11
3147		1254680.26		61.72
3148		1254741.60		61.33
3149		1254802.92		61.30
3150		1254865.00		62.07
3151		1254925.96		60.94
3152		1254987.81		61.84
3153		1255049.50		61.67
3154		1255110.34		60.83
3155		1255172.04		61.69
3156		1255233.83		61.78
3157		1255295.04		61.19
3158		1255356.42		61.37
3159		1255417.63		61.20
3160		1255479.40		61.76
3161		1255541.11		61.69
3162		1255603.03		61.92
3163		1255664.07		61.03
3164		1255725.44		61.35
3165		1255787.23		61.78
3166		1255848.78		61.53
3167		1255909.93		61.14
3168		1255970.83		60.89
3169		1256032.81		61.97
3170		1256094.88		62.06
3171		1256155.88		60.98
3172		1256217.26		61.37
3173		1256278.12		60.85
3174		1256338.99		60.85
3175		1256400.30		61.30
3176		1256461.59		61.28
3177		1256522.52		60.92
3178		1256583.97		61.44
3179		1256645.34		61.35
3180		1256706.89		61.54
3181		1256768.11		61.21
3182		1256829.02		60.90
3183		1256891.28		62.24
3184		1256953.00		61.72
3185		1257014.19		61.18
3186		1257075.58		61.37
3187		1257136.00		60.41
3188		1257197.78		61.77
3189		1257258.62		60.82
3190		1257320.33		61.70
3191		1257381.37		61.03
3192		1257442.78		61.39
3193		1257504.06		61.27
3194		1257564.94		60.87
3195		1257626.29		61.34
3196		1257687.73		61.42
3197		1257749.48		61.74
3198		1257810.52		61.03
3199		1257871.94		61.41
3200		1257930.81		58.86
3201		1257992.24		61.41
3202		1258053.06		60.81
3203		1258114.47		61.39
3204		1258175.89		61.41
3205		1258236.89		60.99
3206		1258298.74		61.84
3207		1258359.95		61.20
3208		1258421.07		61.11
3209		1258480.71		59.62
3210		1258542.53		61.81
3211		1258603.46		60.91
3212		1258665.30		61.83
3213		1258726.72		61.41
3214		1258788.12		61.38
3215		1258849.99		61.86
3216		1258910.97		60.97
3217		1258972.29		61.31
3218		1259033.08		60.78
3219		1259093.32		60.22
3220		1259154.66		61.33
3221		1259216.34		61.66
3222		1259276.53		60.17
3223		1259337.51		60.97
3224		1259398.72		61.20
3225		1259459.57		60.83
3226		1259533.30		73.72
3227		1259594.07		60.75
3228		1259655.54		61.46
3229		1259716.86		61.30
3230		1259776.20		59.33
3231		1259837.06		60.85
3232		1259896.99		59.92
3233		1259958.13		61.13
3234		1260019.19		61.04
3235		1260080.55		61.35
3236		1260141.37		60.80
3237		1260203.40		62.02
3238		1260264.59		61.17
3239		1260325.44		60.84
3240		1260387.07		61.63
3241		1260448.14		61.05
3242		1260509.65		61.50
3243		1260571.40		61.74
3244		1260632.94		61.52
3245		1260694.12		61.16
3246		1260755.50		61.37
3247		1260817.27		61.76
3248		1260878.95		61.66
3249		1260940.50		61.54
3250		1261002.34		61.83
3251		1261063.65		61.29
3252		1261123.06		59.39
3253		1261184.35		61.28
3254		1261245.61		61.25
3255		1261306.69		61.07
3256		1261368.02		61.32
3257		1261429.17		61.13
3258		1261490.27		61.09
3259		1261551.71		61.43
3260		1261613.24		61.52
3261		1261675.68		62.42
3262		1261737.49		61.80
3263		1261798.48		60.98
3264		1261859.95		61.46
3265		1261920.47		60.51
3266		1261981.60		61.12
3267		1262042.53		60.91
3268		1262104.15		61.60
3269		1262165.20		61.04
3270		1262226.56		61.35
3271		1262287.60		61.02
3272		1262349.43		61.82
3273		1262411.03		61.58
3274		1262472.46		61.42
3275		1262534.10		61.62
3276		1262596.05		61.93
3277		1262657.04		60.98
3278		1262716.93		59.88
3279		1262777.75		60.82
3280		1262838.67		60.90
3281		1262900.20		61.53
3282		1262961.44		61.23
3283		1263022.78		61.32
3284		1263083.79		61.00
3285		1263145.00		61.20
3286		1263205.89		60.88
3287		1263267.60		61.69
3288		1263328.67		61.05
3289		1263390.07		61.39
3290		1263451.39		61.31
3291		1263522.85		71.44
3292		1263584.15		61.29
3293		1263645.74		61.58
3294		1263707.31		61.56
3295		1263766.93		59.60
3296		1263828.10		61.17
3297		1263889.89		61.77
